PlaceName,Etymology,Derivation,ReferenceTitle
Dibden,'Deep valley'.,denu Old English - A valley.; dēop Old English - Deep.,Coates; Hampshire Place-names; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names
Dogmersfield,'Dock/water-lily pool open land'.,"docce Old English - A dock, possibly also a water-lily.; feld Old English - Open country, unencumbered ground (eg. land without trees as opposed to forest, level ground as opposed to hills, land without buildings); arable land (from late tenth century).; mere Old English - A pond, a pool, a lake.",A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Coates; Hampshire Place-names
Droxford,"Perhaps, 'dry ford'.",drocen Old English - Dry.; ford Old English - A ford.,Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Coates; Hampshire Place-names
Dummer with Kempshot,"'Hill pond'. Perhaps, 'warrior's corner', but as OE sciete is more commonly compounded with plant-names, it may be OE cenep, 'moustache, horse's bit', used of a plant, or a borrowing of L. cannabis (sativa), 'hemp'.","cempa Old English - A warrior.; cenep Old English - A horse's bit; a moustache; perhaps used as a plant-name.; dūn Old English - A hill.; mere Old English - A pond, a pool, a lake.; scīete Old English",E. Ekwall; Dictionary of English Place-Names; Coates; Hampshire Place-names; Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names
Dunwood,'Hill wood'.,"dūn Old English - A hill.; wudu Old English - A wood; or wood, timber.",Watts; Cambridge Dictionary of English Place-names; Coates; Hampshire Place-names; A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names
Durley,'Wild animal wood/clearing'.,"dēor Old English - An animal, a beast.; lēah Old English - A forest, wood, glade, clearing; (later) a pasture, meadow.",A.D. Mills; Dictionary of English Place-Names; Coates; Hampshire Place-names; Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names
East and West Tytherley,'Fragile wood/clearing'.,"lēah Old English - A forest, wood, glade, clearing; (later) a pasture, meadow.; tīedre Old English",E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names; Coates; Hampshire Place-names
East and West Worldham,"Probably, '*Waerhild's homestead/village'. A feminine personal name.","hām Old English - A village, a village community, a manor, an estate, a homestead.; Personal name (Old English) Old English - Personal name",A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Coates; Hampshire Place-names
East Dean,"'Valley'. 'East' to distinguish from West Dean, Wiltshire.",denu Old English - A valley.,A.D. Mills; Dictionary of English Place-Names; Coates; Hampshire Place-names; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names
East Meon,Named after the River Meon.,River-name Unknown - River-name,Coates; Hampshire Place-names; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names
East Stratton,'Roman road farm/settlement'. It is on the Roman road from Winchester to London. 'East' to distingush from West Stratton.,strēt Old English; tūn Old English - An enclosure; a farmstead; a village; an estate.,A.D. Mills; Dictionary of English Place-Names; Coates; Hampshire Place-names; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names
East Tisted,"'Young goat place' or perhaps, 'Ticce's place'. 'East' to distinguish from West Tisted.","ēast Old English - Eastern, east.; stede Old English - A place, a site, a locality; a religious house or foundation; a place of communal activity; a farm, a dairy-farm, an estate.; ticcen Old English - A kid, a young goat.",Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names; Coates; Hampshire Place-names; E. Ekwall; Dictionary of English Place-Names
East Wellow,'Spring/stream enclosure'.,"ēast Old English - Eastern, east.; haga Old English - A hedge; an enclosure; later a messuage, property.; wella Old English",Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Coates; Hampshire Place-names
East Woodhay,'Wide enclosure'.,"hæg Old English - A fence, an enclosure.; wīd Old English - Wide, spacious.",Coates; Hampshire Place-names; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names
Eastleigh,'East wood/clearing'.,"ēast Old English - Eastern, east.; lēah Old English - A forest, wood, glade, clearing; (later) a pasture, meadow.",E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Coates; Hampshire Place-names; Watts; Cambridge Dictionary of English Place-names
Easton,'East farm/settlement'.,"ēast Old English - Eastern, east.; tūn Old English - An enclosure; a farmstead; a village; an estate.",Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Coates; Hampshire Place-names
Eastrop,'East outlying hamlet'.,"ēast Old English - Eastern, east.; þrop Old English - A hamlet, an outlying farm.",A.D. Mills; Dictionary of English Place-Names; Coates; Hampshire Place-names; Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names
Ebblake,PROBABLY: Abba's stream.,"Abba Old English - Personal name.; lacu Old English - A small stream, a watercourse.; Personal name (Old English) Old English - Personal name",
Ecchinswell,"Uncertain. '*Eccel's spring/stream'. Alternatively, first element is an old river name, '*Ecel', from L. agilis, 'swift'.",Personal name (Uncertain) Unknown - Personal name; River-name Unknown - River-name; wella Old English,A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; Coates; Hampshire Place-names
Eling,'*Edla's people'.,-ingas Old English - The people of . . . ; the people called after . . .; Personal name (Old English) Old English - Personal name,A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Coates; Hampshire Place-names; E. Ekwall; Dictionary of English Place-Names
Ellingham,"'Probably, 'homestead/village of Aethel's people'.","-ingas Old English - The people of . . . ; the people called after . . .; hām Old English - A village, a village community, a manor, an estate, a homestead.; hamm Old English - Land hemmed in by water or marsh (perhaps also by high ground); a river-meadow; cultivated plot on the edge of woodland or moor.; Personal name (Old English) Old English - Personal name",Coates; Hampshire Place-names; Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names
Ellisfield,'*Ielfsa's open land'.,"feld Old English - Open country, unencumbered ground (eg. land without trees as opposed to forest, level ground as opposed to hills, land without buildings); arable land (from late tenth century).; Personal name (Old English) Old English - Personal name",Coates; Hampshire Place-names; A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names
Elvetham,'Hemmed-in land where swans are'.,elfitu Old English; hamm Old English - Land hemmed in by water or marsh (perhaps also by high ground); a river-meadow; cultivated plot on the edge of woodland or moor.,A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Coates; Hampshire Place-names
Empshott,'Bee corner'.,"imbe Old English - A swarm of bees.; scēat Old English - A corner of land, an angle, a projecting piece of land.; scīete Old English",E. Ekwall; Dictionary of English Place-Names; Coates; Hampshire Place-names; Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names
Ensbury,PROBABLY: AEgen's fortified place.,Ægen Old English - Masculine personal name.; burh Old English - A fortified place.; Personal name (Old English) Old English - Personal name,
Eversley,"Uncertain. 'Wild boar wood/clearing' or possibly, 'Eofor's wood/clearing'.","eofor Old English - A wild boar.; lēah Old English - A forest, wood, glade, clearing; (later) a pasture, meadow.; Personal name (Old English) Old English - Personal name",E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Coates; Hampshire Place-names; A.D. Mills; Dictionary of English Place-Names
Ewhurst,'Yew wooded hill'.,hyrst Old English - A wooded hill.; īw Old English - A yew-tree.,A.D. Mills; Dictionary of English Place-Names; Coates; Hampshire Place-names; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names
Exbury,"Possibly, '*Eohere's fortification' or '*Iecere's fortification'.",burh Old English - A fortified place.; Personal name (Old English) Old English - Personal name,Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names; Coates; Hampshire Place-names; E. Ekwall; Dictionary of English Place-Names
Exton,'East Saxon's farm/settlement'.,"ēast Old English - Eastern, east.; Saxones C; tūn Old English - An enclosure; a farmstead; a village; an estate.",A.D. Mills; Dictionary of English Place-Names; Coates; Hampshire Place-names; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names
Faccombe,'*Faca's valley'.,"cumb Old English - A coomb, a valley.  Possibly derived from Welsh ""cumm""; but possibly derived from OE ""cumb"" a vessel, cup, a small measure.; Personal name (Old English) Old English - Personal name",Coates; Hampshire Place-names; Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names
Fareham,'Ferny homestead/village' or 'ferny hemmed-in land'.,"fearn Old English - A fern; ferns; a ferny place.; hām Old English - A village, a village community, a manor, an estate, a homestead.; hamm Old English - Land hemmed in by water or marsh (perhaps also by high ground); a river-meadow; cultivated plot on the edge of woodland or moor.",Coates; Hampshire Place-names; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names
Faringdon,'Ferny hill'.,dūn Old English - A hill.; fearn Old English - A fern; ferns; a ferny place.,A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Coates; Hampshire Place-names
Farleigh Wallop,'Fern wood/clearing'. It was held by John Wallop after 1487.,"Family name Unknown - Family name.; fearn Old English - A fern; ferns; a ferny place.; lēah Old English - A forest, wood, glade, clearing; (later) a pasture, meadow.",Coates; Hampshire Place-names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names
Farley Chamberlayne,'Ferny wood/clearing'. It was held by the Chamberlayne family.,"Family name Unknown - Family name.; fearn Old English - A fern; ferns; a ferny place.; lēah Old English - A forest, wood, glade, clearing; (later) a pasture, meadow.",A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; Coates; Hampshire Place-names
Farlington,"'Farm/settlement connected with *Faerela', 'ferny hill' or perhaps, 'farm/settlement of the Faernleaingas (= dwellers at the ferny wood/clearing)'.","-ingas Old English - The people of . . . ; the people called after . . .; -ingtūn Old English - A settlement called after, or connected with . . .; dūn Old English - A hill.; fearh Old English - A piglet, a hog.; lēah Old English - A forest, wood, glade, clearing; (later) a pasture, meadow.; Personal name (Old English) Old English - Personal name; tūn Old English - An enclosure; a farmstead; a village; an estate.",Coates; Hampshire Place-names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names
Farnborough,'Ferny hill'.,berg Old English; fearn Old English - A fern; ferns; a ferny place.,E. Ekwall; Dictionary of English Place-Names; Coates; Hampshire Place-names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names
Fawley,"'Fallow-coloured wood/clearing', or 'ploughed wood/clearing'.","falh Old English; fealu Old English - Fallow, pale brown or reddish yellow.; lēah Old English - A forest, wood, glade, clearing; (later) a pasture, meadow.",Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Coates; Hampshire Place-names
Fordingbridge,'Bridge of the Fordingas (= the dwellers by the ford)'.,-ingas Old English - The people of . . . ; the people called after . . .; brycg Old English - A bridge; a causeway.; ford Old English - A ford.,E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Coates; Hampshire Place-names
Foxcott,'Fox cottages'. It has been suggested that the name could refer to fox burrows.,"cot Old English - A cottage, a hut, a shelter, a den.; fox Old English - A fox.",E. Ekwall; Dictionary of English Place-Names; Coates; Hampshire Place-names; Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names
Freefolk Manor,"'Free folk'. Alternatively, perhaps, 'Frig's folk'.","folc Old English - The people of a tribe or family, the common people.; frēo Old English - Free, free from service or charge.; Frīg Old English - The name of a heathen Germanic goddess (Woden's consort).",Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Coates; Hampshire Place-names
Frenchmoor,'French moor'.,"Frensche Middle English - French.; mōr Old English - A marsh, barren upland.",Coates; Hampshire Place-names; Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names
Froxfield,'Frog open land'.,"feld Old English - Open country, unencumbered ground (eg. land without trees as opposed to forest, level ground as opposed to hills, land without buildings); arable land (from late tenth century).; frosc Old English - A frog.",A.D. Mills; Dictionary of English Place-Names; Coates; Hampshire Place-names; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names
Froyle,"Uncertain. Suggestions have included 'Frig's hill' or 'free hill', but it is argued that 'hill' is unlikely on topographical grounds and maybe a folk-etymology. Another suggestion is that the second element is 'spring/stream' with an unattested antecedent","frēo Old English - Free, free from service or charge.; Frīg Old English - The name of a heathen Germanic goddess (Woden's consort).; hyll Old English - A hill, a natural eminence or elevated piece of ground.; wella Old English",Coates; Hampshire Place-names; A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names
Fyfield,'Five hides'.,fīf Old English - Five.; land Old English - Land (as part of earth's surface); an estate; possibly also new arable area.  In minor and field names: strip in a field-system.,A.D. Mills; Dictionary of English Place-Names; Coates; Hampshire Place-names; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names
Godsfield,'Goda's open land'.,"feld Old English - Open country, unencumbered ground (eg. land without trees as opposed to forest, level ground as opposed to hills, land without buildings); arable land (from late tenth century).; Personal name (Old English) Old English - Personal name",Coates; Hampshire Place-names; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names
Goodworth Clatford,'Goda's enclosure' and 'burdock ford'.,"clāte Old English - Burdock, goose-grass.; ford Old English - A ford.; Personal name (Old English) Old English - Personal name; worð Old English - An enclosure.",Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names; Coates; Hampshire Place-names; E. Ekwall; Dictionary of English Place-Names
Grateley,'Great wood/clearing'.,"grēat Old English - Thick, stout, bulky, massive. Later meaning 'big in size'.; lēah Old English - A forest, wood, glade, clearing; (later) a pasture, meadow.",A.D. Mills; Dictionary of English Place-Names; Coates; Hampshire Place-names; Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names
Greatham,"'Gravelly homestead/village' or perhaps, 'gravelly hemmed-in land'.","grēot Old English - Gravel.; hām Old English - A village, a village community, a manor, an estate, a homestead.; hamm Old English - Land hemmed in by water or marsh (perhaps also by high ground); a river-meadow; cultivated plot on the edge of woodland or moor.",A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Coates; Hampshire Place-names; Watts; Cambridge Dictionary of English Place-names
Greywell,"'Badger spring/stream' or perhaps, 'grey spring/stream'.",grǣg Old English - Grey.; wella Old English,E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Coates; Hampshire Place-names; A.D. Mills; Dictionary of English Place-Names
Hale,'Nook of land'.,"halh Old English - A nook of land; a small valley; dry ground in marsh; a piece of land projecting from, or detached from, the main area of its administrative unit.",Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names; Coates; Hampshire Place-names; E. Ekwall; Dictionary of English Place-Names
Hamble le Rice,'Hamble in the brushwood'. 'Hamble' from the river-name.,"hrīs Old English - Shrubs, brushwood.; River-name Unknown - River-name",Coates; Hampshire Place-names; A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names
Hambledon,'Cropped hill'.,"dūn Old English - A hill.; hamol Old English - Maimed, mutilated; crooked, scarred, flat-topped, cut-off.",E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Coates; Hampshire Place-names
Hannington,'Farm/settlement connected with Hana'.,"-ingtūn Old English - A settlement called after, or connected with . . .; Personal name (Old English) Old English - Personal name",Coates; Hampshire Place-names; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names
Harbridge,'Hearda's bridge'.,brycg Old English - A bridge; a causeway.; Personal name (Old English) Old English - Personal name,Coates; Hampshire Place-names; Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names
Hartley Mauditt,'Hart wood/clearing'. William Maudoit held land here in the 11th century.,"Family name Unknown - Family name.; heorot Old English - A hart, a stag, a grown male deer.; lēah Old English - A forest, wood, glade, clearing; (later) a pasture, meadow.",E. Ekwall; Dictionary of English Place-Names; Coates; Hampshire Place-names; Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names
Hartley Wespall,'Hart wood/clearing'. The Waspail family held land here in 1236.,"Family name Unknown - Family name.; heorot Old English - A hart, a stag, a grown male deer.; lēah Old English - A forest, wood, glade, clearing; (later) a pasture, meadow.",E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Coates; Hampshire Place-names; Watts; Cambridge Dictionary of English Place-names
