PlaceName,Etymology,Derivation,ReferenceTitle
Brington,'Farm/settlement connected with Bryni'.,"-ingtūn Old English - A settlement called after, or connected with . . .; Personal name (Old English) Old English - Personal name","A.D. Mills; Dictionary of English Place-Names; Gover; Mawer and Stenton, The Place-Names of Northamptonshire (Cambridge, 1933); E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names"
Brixworth,'Beorhtel's/*Bricel's/Beorhthelm's enclosure'.,Personal name (Old English) Old English - Personal name; worð Old English - An enclosure.,"Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; Gover; Mawer and Stenton, The Place-Names of Northamptonshire (Cambridge, 1933); A.D. Mills; Dictionary of English Place-Names"
Brockhall,'Badger-sett'.,"brocc-hol Old English - A badger hole, a sett.","Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Gover; Mawer and Stenton, The Place-Names of Northamptonshire (Cambridge, 1933)"
Broughton,"'Fortification farm/settlement'. Alternatively, perhaps 'brook farm/settlement'.","brōc Old English - A brook, a stream.  (Used of a stream with a muddy bed and a visible sediment load.); burh-tūn Old English - A fort enclosure; a farm with a palisade; a farm at, or belonging to, or which is, a fortification, fortified house, or manorhouse.; tūn Old English - An enclosure; a farmstead; a village; an estate.","Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; Gover; Mawer and Stenton, The Place-Names of Northamptonshire (Cambridge, 1933); A.D. Mills; Dictionary of English Place-Names"
Bugbrooke,"Uncertain. 'Bucca's brook', 'bucks' brook' or 'he-goats' brook'.","brōc Old English - A brook, a stream.  (Used of a stream with a muddy bed and a visible sediment load.); bucc Old English - A buck, a male deer.; bucca Old English - A he-goat.; Personal name (Old English) Old English - Personal name","E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names; Gover; Mawer and Stenton, The Place-Names of Northamptonshire (Cambridge, 1933)"
Bulwick,'Bull specialised-farm'.,"bula Old English - A bull.; wīc Old English - A dwelling; a building or collection of buildings for special purposes; a farm, a dairy farm; a trading or industrial settlement; or (in the plural) a hamlet, village.","A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; Gover; Mawer and Stenton, The Place-Names of Northamptonshire (Cambridge, 1933)"
Burton Latimer,'Fortification farm/settlement'. It was held by William le Latimer in 1280.,burh Old English - A fortified place.; Family name Unknown - Family name.; tūn Old English - An enclosure; a farmstead; a village; an estate.,"E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names; Gover; Mawer and Stenton, The Place-Names of Northamptonshire (Cambridge, 1933)"
Byfield,'By the open land'. It has also been suggested that the first element is 'river-bend'.,"bī Old English - By, near; (place) near or in.; byge Old English - A corner, an angle; the bend of a river.; feld Old English - Open country, unencumbered ground (eg. land without trees as opposed to forest, level ground as opposed to hills, land without buildings); arable land (from late tenth century).","E. Ekwall; Dictionary of English Place-Names; Gover; Mawer and Stenton, The Place-Names of Northamptonshire (Cambridge, 1933); A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names"
Canon's Ashby,'Ash-tree farm/settlement' or 'Aski's farm/settlement'. A priory was founded here in the mid-12th century.,"æsc Old English; askr Old Norse - An ash-tree.; bȳ Old Norse - A farmstead, a village.; canoun Middle English - A canon, a member of a community of clerks or of a cathedral chapter.; Personal name (Old Norse) Old Norse - Personal name","A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; Gover; Mawer and Stenton, The Place-Names of Northamptonshire (Cambridge, 1933)"
Castle Ashby,"'Ash-tree farm/settlement'. There was a castle here, later replaced by an Elizabethan mansion.","æsc Old English; askr Old Norse - An ash-tree.; bȳ Old Norse - A farmstead, a village.; castel Old English - A defensive building; a village.","E. Ekwall; Dictionary of English Place-Names; Gover; Mawer and Stenton, The Place-Names of Northamptonshire (Cambridge, 1933); Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names"
