PlaceName,Etymology,Derivation,ReferenceTitle
Calstone Wellington,'River Calne farm/settlement'. It was held by the family of Ralph de Wilinton.,Family name Unknown - Family name.; River-name Unknown - River-name; tūn Old English - An enclosure; a farmstead; a village; an estate.,"E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Gover, Mawer and Stenton, The Place-Names of Wiltshire; Watts; Cambridge Dictionary of English Place-names"
Castle Combe,'Valley'. A motte and bailey castle was constructed here in the 12th century.,"castel Old English - A defensive building; a village.; cumb Old English - A coomb, a valley.  Possibly derived from Welsh ""cumm""; but possibly derived from OE ""cumb"" a vessel, cup, a small measure.","Gover, Mawer and Stenton, The Place-Names of Wiltshire; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names"
Castle Eaton,'River farm/settlement'. 'Castle' was affixed in the 15th century and refers to a 12th century castle constructed over an earlier Saxon earth work.,"castel Middle English - A large defensive building, a stronghold, a castle; a large mansion, built in the style of a medieval caste.; ēa Old English - A river.; tūn Old English - An enclosure; a farmstead; a village; an estate.","Gover, Mawer and Stenton, The Place-Names of Wiltshire; Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names"
Charlton,'Free peasants' farm/settlement'.,"ceorl Old English - A freeman of the lower class, a peasant.; tūn Old English - An enclosure; a farmstead; a village; an estate.","Gover, Mawer and Stenton, The Place-Names of Wiltshire; Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names"
Charlton,'Free peasants' farm/settlement'.,"ceorl Old English - A freeman of the lower class, a peasant.; tūn Old English - An enclosure; a farmstead; a village; an estate.","E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Gover, Mawer and Stenton, The Place-Names of Wiltshire; A.D. Mills; Dictionary of English Place-Names"
Cherhill,Unexplained.,ial C; River-name Unknown - River-name,"A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Gover, Mawer and Stenton, The Place-Names of Wiltshire"
Chicklade,"Uncertain. The specific is probably 'wood'. Suggestions that the second element is 'slope', 'gate' or 'difficult river-crossing' are less persuasive and the etymology of this word remains unsolved.",cē¸d C; gelād Old English - A difficult river-crossing; possibly also a ferry.; hlid Old English - A slope.,"Watts; Cambridge Dictionary of English Place-names; Gover, Mawer and Stenton, The Place-Names of Wiltshire; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names"
Chilmark,'Boundary pole'.,"cegel Old English; mearc Old English - A march, a boundary; a boundary mark.","A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; Gover, Mawer and Stenton, The Place-Names of Wiltshire"
Chilton Foliat,"'Farm of the young (noble)men'. Manorial affix from the Foliot family, here in the 13th c.","cild Old English - A child, a young person, a boy, a son.; tūn Old English - An enclosure; a farmstead; a village; an estate.","Gover, Mawer and Stenton, The Place-Names of Wiltshire; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names"
Chippenham,'*Cippa's hemmed-in land'.,hamm Old English - Land hemmed in by water or marsh (perhaps also by high ground); a river-meadow; cultivated plot on the edge of woodland or moor.; Personal name (Old English) Old English - Personal name,"E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names; Gover, Mawer and Stenton, The Place-Names of Wiltshire"
Chirton,'Church farm/settlement'.,cirice Old English - A church.; tūn Old English - An enclosure; a farmstead; a village; an estate.,"Watts; Cambridge Dictionary of English Place-names; Gover, Mawer and Stenton, The Place-Names of Wiltshire; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names"
Chisledon,'Gravel valley'.,"cisel Old English - Gravel, shingle.; denu Old English - A valley.","Gover, Mawer and Stenton, The Place-Names of Wiltshire; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names"
Chitterne,"Uncertain. Possibly, 'wood farm', 'wood house' or 'cottage house'.","ærn Old English - A building, a house.  In place-names often a building used for a specific purpose.; cē¸d C; cyte Old English - A cottage; a hermit's or monk's cell.; treβ C","A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Gover, Mawer and Stenton, The Place-Names of Wiltshire; Watts; Cambridge Dictionary of English Place-names"
Chittoe,"Uncertain. The first element may be, 'wood'. The second element appears to be the place-name forming suffix -ouia. It has also been suggested the second element is PrW tew, 'yew'.",cē¸d C,"Gover, Mawer and Stenton, The Place-Names of Wiltshire; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names"
