PlaceName,Etymology,Derivation,ReferenceTitle
Loxhore,'Locc's hill-slope'.,"ōra Old English - A shore, hill-slope; possibly also the foot of a slope.  (Used in place-names only in the parts of southern England where Jutish and West Saxon dialects were operative.); Personal name (Old English) Old English - Personal name",E. Ekwall; Dictionary of English Place-Names; Gover et al.: Place-names of Devon; Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names
Luffincott,"Uncertain. 'Cottage(s) at Luhha's place', 'cottage(s) connected with Luhha' or 'cottage(s) of Luhha's people'.","-ing Old English - Place-name forming suffix.; -ing- Old English - Connective particle, linking a first element to a final element.; -ingas Old English - The people of . . . ; the people called after . . .; cot Old English - A cottage, a hut, a shelter, a den.; Personal name (Old English) Old English - Personal name",E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Gover et al.: Place-names of Devon
Luppitt,'*Lufa's pit'.,"Personal name (Old English) Old English - Personal name; pytt Old English - A pit, a natural hollow; an excavated hole, esp. one where minerals or other materials are got.",Watts; Cambridge Dictionary of English Place-names; Gover et al.: Place-names of Devon; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names
Lustleigh,"'*Leofgiest's wood/clearing' or perhaps from a ME surname, 'Luvesta'.","Family name Unknown - Family name.; lēah Old English - A forest, wood, glade, clearing; (later) a pasture, meadow.; Personal name (Old English) Old English - Personal name",A.D. Mills; Dictionary of English Place-Names; Gover et al.: Place-names of Devon; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names
Lydford,'River Lyd ford'.,ford Old English - A ford.; River-name Unknown - River-name,A.D. Mills; Dictionary of English Place-Names; Gover et al.: Place-names of Devon; Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names
Lympstone,'Leofwine's farm/settlement'.,Personal name (Old English) Old English - Personal name; tūn Old English - An enclosure; a farmstead; a village; an estate.,A.D. Mills; Dictionary of English Place-Names; Gover et al.: Place-names of Devon; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names
Lynton,'River Lyn farm/settlement'.,River-name Unknown - River-name; tūn Old English - An enclosure; a farmstead; a village; an estate.,Gover et al.: Place-names of Devon; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names
Malborough,"Uncertain. '*Maerla's hill' or perhaps, 'gentian hill'. cf. Marlborough, Wiltshire.",berg Old English; meargealla Old English - Gentian.; Personal name (Old English) Old English - Personal name,Gover et al.: Place-names of Devon; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names
Mamhead,'Breast-shaped hill'.,hēafod Old English - A head; an end or source; headland in a field-system; a projecting piece of ground; a hill (often small).; mamm C,Gover et al.: Place-names of Devon; Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names
Manaton,"'Communal farm/settlement' or perhaps, 'Mana's farm/settlement'.",mǣne Old English - Common; communal (land).; Personal name (Old English) Old English - Personal name; tūn Old English - An enclosure; a farmstead; a village; an estate.,A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Gover et al.: Place-names of Devon
